load_id,customer_id,route_id,load_date,load_type,weight_lbs,pieces,revenue,fuel_surcharge,accessorial_charges,load_status,booking_type
LOAD00000238,CUST00079,RTE00009,2022-01-04,Dry Van,37972,26,1853.88,149.26,0,Completed,Spot
LOAD00000239,CUST00083,RTE00030,2022-01-04,Refrigerated,31740,18,5114.0,708.51,150,Completed,Dedicated
LOAD00000240,CUST00011,RTE00028,2022-01-04,Dry Van,16455,12,3834.91,564.72,0,Completed,Dedicated
LOAD00000241,CUST00063,RTE00006,2022-01-04,Refrigerated,10331,2,1379.81,189.0,200,Completed,Dedicated
LOAD00000242,CUST00038,RTE00017,2022-01-04,Refrigerated,17849,22,1758.83,384.2,0,Completed,Dedicated
LOAD00000243,CUST00167,RTE00006,2022-01-04,Dry Van,20919,18,1506.92,189.0,0,Completed,Contract
LOAD00000244,CUST00064,RTE00008,2022-01-04,Refrigerated,25825,22,2258.29,114.3,100,Completed,Dedicated
LOAD00000245,CUST00155,RTE00030,2022-01-04,Dry Van,28537,10,4769.69,708.51,0,Completed,Contract
LOAD00000246,CUST00013,RTE00028,2022-01-04,Refrigerated,26195,5,4529.59,564.72,0,Completed,Dedicated
LOAD00000247,CUST00029,RTE00024,2022-01-04,Refrigerated,42067,5,3221.62,376.0,50,Completed,Dedicated
LOAD00000248,CUST00007,RTE00052,2022-01-04,Dry Van,10463,26,1312.03,273.36,200,Completed,Dedicated
LOAD00000249,CUST00177,RTE00046,2022-01-04,Dry Van,36150,27,5742.59,499.18,200,Completed,Spot
LOAD00000250,CUST00011,RTE00011,2022-01-04,Refrigerated,32444,12,830.1,131.28,0,Completed,Dedicated
LOAD00000251,CUST00084,RTE00055,2022-01-04,Refrigerated,29702,14,3276.87,357.25,150,Completed,Spot
LOAD00000252,CUST00069,RTE00016,2022-01-04,Refrigerated,12988,27,7343.83,463.93,150,Completed,Contract
LOAD00000253,CUST00199,RTE00042,2022-01-04,Refrigerated,44408,25,5359.63,472.14,50,Completed,Dedicated
LOAD00000254,CUST00043,RTE00009,2022-01-04,Refrigerated,11755,7,1795.3,149.26,150,Completed,Contract
LOAD00000255,CUST00165,RTE00057,2022-01-04,Dry Van,18389,18,2392.1,276.3,0,Completed,Dedicated
LOAD00000256,CUST00146,RTE00031,2022-01-04,Dry Van,33540,16,1540.43,185.6,0,Completed,Dedicated
LOAD00000257,CUST00096,RTE00018,2022-01-04,Dry Van,27014,26,1227.0,187.6,75,Completed,Contract
LOAD00000258,CUST00029,RTE00007,2022-01-04,Refrigerated,19834,10,3494.39,504.32,200,Completed,Spot
LOAD00000259,CUST00176,RTE00052,2022-01-04,Dry Van,19123,9,1265.51,273.36,150,Completed,Dedicated
LOAD00000260,CUST00139,RTE00022,2022-01-04,Refrigerated,43475,14,1056.4,161.53,100,Completed,Dedicated
LOAD00000261,CUST00109,RTE00032,2022-01-04,Refrigerated,32969,26,4890.16,451.8,0,Completed,Dedicated
LOAD00000262,CUST00162,RTE00038,2022-01-04,Refrigerated,19086,9,3379.31,314.64,0,Completed,Spot
LOAD00000263,CUST00092,RTE00040,2022-01-04,Dry Van,19536,28,4733.49,524.7,0,Completed,Dedicated
LOAD00000264,CUST00078,RTE00003,2022-01-04,Dry Van,29478,19,5810.08,580.87,200,Completed,Contract
LOAD00000265,CUST00056,RTE00042,2022-01-04,Refrigerated,37443,7,5920.22,472.14,75,Completed,Contract
LOAD00000266,CUST00089,RTE00058,2022-01-04,Dry Van,44198,2,1306.72,98.61,50,Completed,Spot
LOAD00000267,CUST00072,RTE00020,2022-01-04,Dry Van,22618,25,3996.03,738.48,50,Completed,Dedicated
LOAD00000268,CUST00121,RTE00055,2022-01-04,Refrigerated,13182,28,3894.15,357.25,0,Completed,Dedicated
LOAD00000269,CUST00110,RTE00030,2022-01-04,Dry Van,32610,10,5990.32,708.51,100,Completed,Dedicated
LOAD00000270,CUST00105,RTE00001,2022-01-04,Dry Van,14492,18,1003.9,128.63,50,Completed,Dedicated
LOAD00000271,CUST00011,RTE00009,2022-01-04,Dry Van,12440,24,1472.89,149.26,200,Completed,Spot
LOAD00000272,CUST00022,RTE00051,2022-01-04,Refrigerated,15666,21,3717.09,460.0,0,Completed,Contract
LOAD00000273,CUST00069,RTE00015,2022-01-04,Refrigerated,37323,1,221.91,13.8,150,Completed,Dedicated
LOAD00000274,CUST00058,RTE00058,2022-01-04,Dry Van,29682,7,1269.25,98.61,75,Completed,Dedicated
LOAD00000275,CUST00115,RTE00008,2022-01-04,Dry Van,42122,21,1949.0,114.3,50,Completed,Contract
LOAD00000276,CUST00091,RTE00027,2022-01-04,Refrigerated,21699,20,2849.52,419.43,200,Completed,Dedicated
LOAD00000277,CUST00196,RTE00050,2022-01-04,Dry Van,31490,5,1214.08,170.88,0,Completed,Spot
LOAD00000278,CUST00187,RTE00026,2022-01-04,Dry Van,10094,11,3679.96,555.52,0,Completed,Contract
LOAD00000279,CUST00049,RTE00009,2022-01-04,Dry Van,12837,16,1689.33,149.26,200,Completed,Contract
LOAD00000280,CUST00141,RTE00031,2022-01-04,Refrigerated,35935,7,1245.88,185.6,75,Completed,Dedicated
LOAD00000281,CUST00163,RTE00030,2022-01-04,Dry Van,34675,28,5909.6,708.51,75,Completed,Dedicated
LOAD00000282,CUST00072,RTE00011,2022-01-04,Dry Van,14491,9,915.87,131.28,75,Completed,Dedicated
LOAD00000283,CUST00044,RTE00026,2022-01-04,Refrigerated,23156,24,3247.17,555.52,200,Completed,Spot
LOAD00000284,CUST00162,RTE00023,2022-01-04,Dry Van,33704,28,2955.18,216.92,150,Completed,Dedicated
LOAD00000285,CUST00061,RTE00019,2022-01-04,Refrigerated,44532,7,3308.29,406.72,50,Completed,Dedicated
LOAD00000286,CUST00125,RTE00048,2022-01-04,Refrigerated,33292,11,6180.0,792.88,75,Completed,Contract
LOAD00000287,CUST00077,RTE00038,2022-01-04,Refrigerated,20302,25,3103.71,314.64,0,Completed,Dedicated
LOAD00000288,CUST00098,RTE00031,2022-01-04,Refrigerated,19442,28,1497.09,185.6,0,Completed,Dedicated
LOAD00000289,CUST00107,RTE00025,2022-01-04,Dry Van,30128,9,4777.84,565.38,0,Completed,Spot
LOAD00000290,CUST00128,RTE00051,2022-01-04,Refrigerated,44885,12,3322.58,460.0,100,Completed,Dedicated
LOAD00000291,CUST00014,RTE00047,2022-01-05,Refrigerated,44942,26,1122.53,76.16,50,Completed,Spot
LOAD00000292,CUST00180,RTE00049,2022-01-05,Dry Van,14361,8,1788.45,144.0,0,Completed,Contract
LOAD00000293,CUST00186,RTE00044,2022-01-05,Dry Van,19332,15,7502.53,814.37,100,Completed,Dedicated
LOAD00000294,CUST00135,RTE00030,2022-01-05,Refrigerated,31093,1,4720.28,708.51,0,Completed,Dedicated
LOAD00000295,CUST00094,RTE00010,2022-01-05,Dry Van,12746,18,138.75,15.64,50,Completed,Spot
LOAD00000296,CUST00012,RTE00017,2022-01-05,Dry Van,20264,23,2067.26,384.2,150,Completed,Dedicated
LOAD00000297,CUST00147,RTE00029,2022-01-05,Dry Van,35910,6,7274.65,891.82,0,Completed,Contract
LOAD00000298,CUST00017,RTE00011,2022-01-05,Refrigerated,44646,17,988.09,131.28,150,Completed,Dedicated
LOAD00000299,CUST00181,RTE00054,2022-01-05,Dry Van,36569,26,2986.19,295.83,150,Completed,Contract
LOAD00000300,CUST00062,RTE00053,2022-01-05,Dry Van,11113,2,2096.97,209.79,150,Completed,Dedicated
LOAD00000301,CUST00066,RTE00026,2022-01-05,Refrigerated,21692,1,3255.42,555.52,0,Completed,Spot
LOAD00000302,CUST00094,RTE00042,2022-01-05,Refrigerated,28998,17,6158.03,472.14,100,Completed,Spot
LOAD00000303,CUST00028,RTE00008,2022-01-05,Dry Van,18219,12,1725.81,114.3,50,Completed,Spot
LOAD00000304,CUST00010,RTE00039,2022-01-05,Refrigerated,27648,7,1869.33,344.52,200,Completed,Contract
LOAD00000305,CUST00061,RTE00003,2022-01-05,Refrigerated,35504,28,4623.03,580.87,75,Completed,Contract
LOAD00000306,CUST00077,RTE00030,2022-01-05,Dry Van,13225,10,5318.35,708.51,0,Completed,Dedicated
LOAD00000307,CUST00193,RTE00057,2022-01-05,Refrigerated,41887,4,2182.08,276.3,100,Completed,Contract
LOAD00000308,CUST00093,RTE00045,2022-01-05,Refrigerated,23496,11,1508.84,137.31,0,Completed,Contract
LOAD00000309,CUST00010,RTE00049,2022-01-05,Dry Van,11063,14,2152.64,144.0,0,Completed,Dedicated
LOAD00000310,CUST00178,RTE00031,2022-01-05,Refrigerated,30429,8,1608.28,185.6,150,Completed,Dedicated
LOAD00000311,CUST00088,RTE00055,2022-01-05,Refrigerated,28709,6,3231.64,357.25,50,Completed,Dedicated
LOAD00000312,CUST00193,RTE00017,2022-01-05,Refrigerated,40518,10,2057.11,384.2,200,Completed,Spot
LOAD00000313,CUST00122,RTE00036,2022-01-05,Refrigerated,21230,11,753.04,86.46,200,Completed,Spot
LOAD00000314,CUST00003,RTE00051,2022-01-05,Dry Van,15492,25,3590.66,460.0,150,Completed,Dedicated
LOAD00000315,CUST00043,RTE00053,2022-01-05,Refrigerated,31244,2,1773.28,209.79,200,Completed,Dedicated
LOAD00000316,CUST00099,RTE00001,2022-01-05,Dry Van,15667,6,1221.23,128.63,0,Completed,Spot
LOAD00000317,CUST00013,RTE00037,2022-01-05,Refrigerated,26290,15,4034.18,537.81,0,Completed,Dedicated
LOAD00000318,CUST00088,RTE00009,2022-01-05,Refrigerated,23663,13,1757.15,149.26,200,Completed,Dedicated
LOAD00000319,CUST00135,RTE00044,2022-01-05,Dry Van,32892,6,6242.43,814.37,100,Completed,Spot
LOAD00000320,CUST00098,RTE00032,2022-01-05,Dry Van,17156,7,4386.41,451.8,150,Completed,Spot
LOAD00000321,CUST00021,RTE00005,2022-01-05,Dry Van,41502,14,4068.37,454.74,150,Completed,Dedicated
LOAD00000322,CUST00171,RTE00034,2022-01-05,Dry Van,13222,14,4402.62,792.88,100,Completed,Dedicated
LOAD00000323,CUST00094,RTE00017,2022-01-05,Refrigerated,36628,19,1956.59,384.2,150,Completed,Spot
LOAD00000324,CUST00199,RTE00005,2022-01-05,Refrigerated,28264,24,4348.32,454.74,50,Completed,Dedicated
LOAD00000325,CUST00195,RTE00024,2022-01-05,Refrigerated,35646,3,3313.86,376.0,200,Completed,Dedicated
LOAD00000326,CUST00062,RTE00041,2022-01-05,Refrigerated,41454,13,3159.71,255.36,0,Completed,Dedicated
LOAD00000327,CUST00198,RTE00033,2022-01-05,Dry Van,25987,27,410.96,40.08,75,Completed,Contract
LOAD00000328,CUST00174,RTE00024,2022-01-05,Dry Van,28380,19,3270.17,376.0,150,Completed,Dedicated
LOAD00000329,CUST00084,RTE00037,2022-01-05,Dry Van,27062,27,3862.22,537.81,0,Completed,Dedicated
LOAD00000330,CUST00048,RTE00035,2022-01-05,Refrigerated,29580,18,2105.09,344.12,0,Completed,Spot
LOAD00000331,CUST00056,RTE00017,2022-01-05,Dry Van,37092,22,2180.37,384.2,50,Completed,Dedicated
LOAD00000332,CUST00037,RTE00032,2022-01-05,Dry Van,43216,10,4928.87,451.8,0,Completed,Spot
LOAD00000333,CUST00092,RTE00039,2022-01-05,Refrigerated,35828,8,2342.86,344.52,100,Completed,Contract
LOAD00000334,CUST00168,RTE00028,2022-01-05,Refrigerated,14089,20,3894.05,564.72,75,Completed,Contract
LOAD00000335,CUST00046,RTE00039,2022-01-05,Dry Van,21870,6,1862.64,344.52,0,Completed,Spot
LOAD00000336,CUST00041,RTE00035,2022-01-05,Refrigerated,30883,26,2241.78,344.12,150,Completed,Dedicated
LOAD00000337,CUST00097,RTE00042,2022-01-05,Refrigerated,35824,12,6168.45,472.14,150,Completed,Dedicated
LOAD00000338,CUST00067,RTE00034,2022-01-05,Dry Van,31836,11,4306.84,792.88,0,Completed,Spot
LOAD00000339,CUST00047,RTE00019,2022-01-05,Refrigerated,42333,6,2620.75,406.72,0,Completed,Spot
LOAD00000340,CUST00036,RTE00022,2022-01-05,Refrigerated,29698,24,1117.09,161.53,50,Completed,Contract
LOAD00000341,CUST00021,RTE00004,2022-01-05,Dry Van,38810,21,3558.92,383.23,0,Completed,Contract
LOAD00000342,CUST00118,RTE00049,2022-01-05,Dry Van,27232,26,2044.98,144.0,200,Completed,Dedicated
LOAD00000343,CUST00162,RTE00038,2022-01-05,Dry Van,12820,2,3811.52,314.64,200,Completed,Contract
LOAD00000344,CUST00059,RTE00051,2022-01-05,Refrigerated,40559,19,3229.55,460.0,200,Completed,Dedicated
LOAD00000345,CUST00056,RTE00002,2022-01-05,Dry Van,28145,27,1351.98,153.34,200,Completed,Spot
LOAD00000346,CUST00093,RTE00015,2022-01-05,Refrigerated,27999,19,287.75,13.8,200,Completed,Spot
LOAD00000347,CUST00162,RTE00003,2022-01-05,Dry Van,37187,2,4557.25,580.87,0,Completed,Dedicated
LOAD00000348,CUST00181,RTE00006,2022-01-05,Refrigerated,33189,20,1394.22,189.0,0,Completed,Spot
LOAD00000349,CUST00017,RTE00039,2022-01-05,Refrigerated,16894,22,1911.37,344.52,0,Completed,Dedicated
LOAD00000350,CUST00072,RTE00013,2022-01-05,Dry Van,18659,22,1177.02,141.33,50,Completed,Dedicated
LOAD00000351,CUST00171,RTE00031,2022-01-05,Refrigerated,22231,2,1204.63,185.6,50,Completed,Dedicated
LOAD00000352,CUST00177,RTE00009,2022-01-05,Dry Van,16149,24,1646.93,149.26,0,Completed,Spot
LOAD00000353,CUST00181,RTE00046,2022-01-05,Refrigerated,29324,13,5987.32,499.18,50,Completed,Dedicated
LOAD00000354,CUST00171,RTE00057,2022-01-05,Refrigerated,29247,26,2076.35,276.3,0,Completed,Dedicated
LOAD00000355,CUST00159,RTE00033,2022-01-05,Dry Van,22632,20,448.18,40.08,0,Completed,Spot
LOAD00000356,CUST00154,RTE00056,2022-01-05,Dry Van,29254,28,4304.01,309.24,75,Completed,Contract
LOAD00000357,CUST00122,RTE00033,2022-01-05,Dry Van,36206,17,353.55,40.08,0,Completed,Spot
LOAD00000358,CUST00143,RTE00029,2022-01-05,Refrigerated,39012,4,6547.58,891.82,150,Completed,Contract
LOAD00000359,CUST00127,RTE00014,2022-01-05,Refrigerated,37122,13,2414.46,228.76,0,Completed,Spot
LOAD00000360,CUST00119,RTE00035,2022-01-05,Dry Van,21535,8,1847.73,344.12,75,Completed,Dedicated
LOAD00000361,CUST00067,RTE00036,2022-01-05,Refrigerated,10792,11,589.22,86.46,150,Completed,Dedicated
LOAD00000362,CUST00045,RTE00034,2022-01-05,Dry Van,22484,20,5309.25,792.88,150,Completed,Spot
LOAD00000363,CUST00051,RTE00027,2022-01-05,Refrigerated,15682,27,2939.64,419.43,0,Completed,Contract
LOAD00000364,CUST00196,RTE00027,2022-01-05,Refrigerated,16808,2,2546.49,419.43,0,Completed,Spot
LOAD00000365,CUST00165,RTE00008,2022-01-05,Refrigerated,22312,5,1779.77,114.3,100,Completed,Dedicated
LOAD00000366,CUST00038,RTE00002,2022-01-05,Dry Van,25744,20,1456.92,153.34,75,Completed,Dedicated
LOAD00000367,CUST00015,RTE00043,2022-01-05,Refrigerated,29939,26,2666.6,249.44,0,Completed,Spot
LOAD00000368,CUST00149,RTE00030,2022-01-06,Refrigerated,38618,25,5371.85,708.51,100,Completed,Contract
LOAD00000369,CUST00013,RTE00048,2022-01-06,Dry Van,26094,10,6941.65,792.88,75,Completed,Dedicated
LOAD00000370,CUST00190,RTE00007,2022-01-06,Refrigerated,26090,10,4129.82,504.32,50,Completed,Dedicated
LOAD00000371,CUST00054,RTE00048,2022-01-06,Dry Van,18823,28,5417.9,792.88,150,Completed,Contract
LOAD00000372,CUST00010,RTE00049,2022-01-06,Dry Van,10443,18,1703.8,144.0,200,Completed,Dedicated
LOAD00000373,CUST00023,RTE00028,2022-01-06,Refrigerated,37603,4,3517.26,564.72,75,Completed,Dedicated
LOAD00000374,CUST00073,RTE00001,2022-01-06,Dry Van,24376,10,1280.36,128.63,100,Completed,Dedicated
LOAD00000375,CUST00075,RTE00007,2022-01-06,Dry Van,14473,5,3529.83,504.32,100,Completed,Spot
LOAD00000376,CUST00161,RTE00052,2022-01-06,Refrigerated,16124,24,1290.78,273.36,0,Completed,Spot
LOAD00000377,CUST00165,RTE00047,2022-01-06,Dry Van,30642,28,1084.54,76.16,200,Completed,Dedicated
LOAD00000378,CUST00151,RTE00050,2022-01-06,Refrigerated,11661,27,1573.0,170.88,200,Completed,Dedicated
LOAD00000379,CUST00188,RTE00030,2022-01-06,Dry Van,18618,20,4851.46,708.51,150,Completed,Spot
LOAD00000380,CUST00071,RTE00011,2022-01-06,Dry Van,17916,7,888.01,131.28,0,Completed,Dedicated
LOAD00000381,CUST00070,RTE00029,2022-01-06,Dry Van,40775,1,6847.0,891.82,150,Completed,Dedicated
LOAD00000382,CUST00182,RTE00048,2022-01-06,Refrigerated,20305,21,7173.93,792.88,150,Completed,Contract
LOAD00000383,CUST00021,RTE00048,2022-01-06,Refrigerated,33093,16,6032.9,792.88,50,Completed,Dedicated
LOAD00000384,CUST00078,RTE00021,2022-01-06,Dry Van,12318,17,5242.35,590.24,0,Completed,Spot
LOAD00000385,CUST00025,RTE00050,2022-01-06,Refrigerated,28322,2,1483.27,170.88,75,Completed,Spot
LOAD00000386,CUST00019,RTE00054,2022-01-06,Refrigerated,12950,28,3411.33,295.83,200,Completed,Spot
LOAD00000387,CUST00170,RTE00054,2022-01-06,Dry Van,16744,16,3351.93,295.83,150,Completed,Contract
LOAD00000388,CUST00053,RTE00029,2022-01-06,Refrigerated,30417,6,6713.33,891.82,200,Completed,Dedicated
LOAD00000389,CUST00132,RTE00037,2022-01-06,Refrigerated,44944,9,3780.5,537.81,0,Completed,Dedicated
LOAD00000390,CUST00097,RTE00018,2022-01-06,Dry Van,11702,13,1414.36,187.6,75,Completed,Dedicated
LOAD00000391,CUST00029,RTE00047,2022-01-06,Refrigerated,26517,19,1096.68,76.16,150,Completed,Dedicated
LOAD00000392,CUST00125,RTE00020,2022-01-06,Refrigerated,20585,24,3940.22,738.48,75,Completed,Contract
LOAD00000393,CUST00106,RTE00020,2022-01-06,Dry Van,13865,11,3368.67,738.48,50,Completed,Spot
LOAD00000394,CUST00177,RTE00032,2022-01-06,Refrigerated,44897,20,4610.26,451.8,100,Completed,Dedicated
LOAD00000395,CUST00091,RTE00005,2022-01-06,Refrigerated,17625,21,4457.01,454.74,75,Completed,Dedicated
LOAD00000396,CUST00051,RTE00044,2022-01-06,Dry Van,30984,23,6388.99,814.37,50,Completed,Spot
LOAD00000397,CUST00174,RTE00024,2022-01-06,Refrigerated,13180,10,2804.71,376.0,75,Completed,Dedicated
LOAD00000398,CUST00099,RTE00004,2022-01-06,Refrigerated,22381,23,3952.62,383.23,150,Completed,Spot
LOAD00000399,CUST00182,RTE00032,2022-01-06,Refrigerated,18709,19,4262.1,451.8,150,Completed,Dedicated
LOAD00000400,CUST00188,RTE00052,2022-01-06,Dry Van,27957,18,1506.16,273.36,0,Completed,Spot
LOAD00000401,CUST00013,RTE00002,2022-01-06,Refrigerated,42355,22,1264.64,153.34,200,Completed,Spot
LOAD00000402,CUST00055,RTE00032,2022-01-06,Refrigerated,42662,28,4525.08,451.8,0,Completed,Dedicated
LOAD00000403,CUST00067,RTE00058,2022-01-06,Dry Van,34339,14,1160.25,98.61,100,Completed,Dedicated
LOAD00000404,CUST00173,RTE00013,2022-01-06,Dry Van,30450,12,1187.13,141.33,150,Completed,Spot
LOAD00000405,CUST00140,RTE00022,2022-01-06,Refrigerated,26592,4,954.23,161.53,100,Completed,Contract
LOAD00000406,CUST00152,RTE00034,2022-01-06,Dry Van,11893,24,5040.1,792.88,50,Completed,Spot
LOAD00000407,CUST00048,RTE00022,2022-01-06,Dry Van,11549,15,1018.14,161.53,150,Completed,Spot
LOAD00000408,CUST00173,RTE00012,2022-01-06,Dry Van,24307,25,5626.77,453.91,50,Completed,Dedicated
LOAD00000409,CUST00095,RTE00019,2022-01-06,Dry Van,23423,28,2643.45,406.72,50,Completed,Dedicated
LOAD00000410,CUST00055,RTE00018,2022-01-06,Dry Van,40176,24,1364.68,187.6,150,Completed,Contract
LOAD00000411,CUST00103,RTE00026,2022-01-06,Dry Van,43778,3,2901.39,555.52,200,Completed,Dedicated
LOAD00000412,CUST00025,RTE00049,2022-01-06,Dry Van,41630,3,1979.0,144.0,0,Completed,Spot
LOAD00000413,CUST00191,RTE00036,2022-01-06,Refrigerated,26162,19,769.58,86.46,100,Completed,Spot
LOAD00000414,CUST00031,RTE00047,2022-01-06,Dry Van,14350,20,913.83,76.16,75,Completed,Dedicated
LOAD00000415,CUST00027,RTE00045,2022-01-06,Dry Van,17660,28,1265.2,137.31,50,Completed,Contract
LOAD00000416,CUST00193,RTE00012,2022-01-06,Dry Van,30123,21,6918.56,453.91,0,Completed,Dedicated
LOAD00000417,CUST00149,RTE00029,2022-01-06,Refrigerated,24151,21,6645.58,891.82,0,Completed,Dedicated
LOAD00000418,CUST00021,RTE00008,2022-01-06,Refrigerated,10333,26,1942.55,114.3,75,Completed,Spot
LOAD00000419,CUST00083,RTE00033,2022-01-06,Refrigerated,35192,16,441.29,40.08,0,Completed,Spot
LOAD00000420,CUST00025,RTE00028,2022-01-06,Dry Van,11800,10,4322.89,564.72,50,Completed,Dedicated
LOAD00000421,CUST00110,RTE00003,2022-01-06,Refrigerated,33925,16,5231.07,580.87,200,Completed,Contract
LOAD00000422,CUST00131,RTE00020,2022-01-06,Refrigerated,30151,20,3611.94,738.48,50,Completed,Dedicated
LOAD00000423,CUST00093,RTE00034,2022-01-06,Refrigerated,15039,5,5300.91,792.88,200,Completed,Dedicated
LOAD00000424,CUST00131,RTE00054,2022-01-06,Refrigerated,41430,21,3045.64,295.83,50,Completed,Dedicated
LOAD00000425,CUST00125,RTE00023,2022-01-06,Dry Van,40645,23,3327.01,216.92,100,Completed,Dedicated
LOAD00000426,CUST00176,RTE00055,2022-01-06,Refrigerated,32794,22,4119.91,357.25,0,Completed,Contract
LOAD00000427,CUST00039,RTE00001,2022-01-06,Dry Van,31097,3,1073.82,128.63,0,Completed,Dedicated
LOAD00000428,CUST00099,RTE00009,2022-01-06,Refrigerated,13724,27,1839.14,149.26,75,Completed,Contract
LOAD00000429,CUST00063,RTE00032,2022-01-06,Refrigerated,44183,5,4693.87,451.8,50,Completed,Dedicated
LOAD00000430,CUST00120,RTE00022,2022-01-06,Refrigerated,12228,18,940.31,161.53,200,Completed,Dedicated
LOAD00000431,CUST00144,RTE00009,2022-01-06,Refrigerated,24760,12,1822.83,149.26,100,Completed,Spot
LOAD00000432,CUST00073,RTE00045,2022-01-06,Dry Van,27547,22,1471.73,137.31,75,Completed,Dedicated
LOAD00000433,CUST00164,RTE00050,2022-01-06,Refrigerated,11314,24,1450.2,170.88,50,Completed,Dedicated
LOAD00000434,CUST00066,RTE00030,2022-01-06,Dry Van,13455,8,5211.63,708.51,50,Completed,Dedicated
LOAD00000435,CUST00175,RTE00003,2022-01-06,Dry Van,22058,7,4691.51,580.87,0,Completed,Dedicated
LOAD00000436,CUST00102,RTE00052,2022-01-06,Dry Van,14707,21,1306.43,273.36,0,Completed,Dedicated
LOAD00000437,CUST00045,RTE00048,2022-01-06,Dry Van,12913,22,6856.94,792.88,200,Completed,Dedicated
LOAD00000438,CUST00049,RTE00047,2022-01-06,Refrigerated,28403,18,998.15,76.16,0,Completed,Contract
LOAD00000439,CUST00140,RTE00004,2022-01-06,Refrigerated,16422,17,3303.05,383.23,75,Completed,Contract
LOAD00000440,CUST00179,RTE00005,2022-01-06,Refrigerated,29259,12,4812.57,454.74,150,Completed,Spot
LOAD00000441,CUST00145,RTE00008,2022-01-06,Dry Van,12279,20,2246.7,114.3,0,Completed,Contract
LOAD00000442,CUST00071,RTE00020,2022-01-06,Refrigerated,39371,17,3780.87,738.48,75,Completed,Contract
LOAD00000443,CUST00183,RTE00033,2022-01-06,Dry Van,44493,28,360.17,40.08,50,Completed,Dedicated
LOAD00000444,CUST00044,RTE00015,2022-01-06,Refrigerated,28322,21,292.11,13.8,50,Completed,Contract
LOAD00000445,CUST00054,RTE00039,2022-01-06,Refrigerated,36910,26,2208.54,344.52,0,Completed,Dedicated
LOAD00000446,CUST00013,RTE00052,2022-01-06,Dry Van,16776,9,1418.75,273.36,0,Completed,Dedicated
LOAD00000447,CUST00118,RTE00049,2022-01-06,Dry Van,28104,9,2037.05,144.0,0,Completed,Dedicated
LOAD00000448,CUST00195,RTE00021,2022-01-06,Refrigerated,41542,12,4882.56,590.24,100,Completed,Contract
LOAD00000449,CUST00138,RTE00007,2022-01-07,Refrigerated,36890,3,3810.52,504.32,75,Completed,Dedicated
LOAD00000450,CUST00072,RTE00001,2022-01-07,Dry Van,14768,12,1187.23,128.63,75,Completed,Dedicated
LOAD00000451,CUST00173,RTE00022,2022-01-07,Dry Van,28436,7,1046.78,161.53,100,Completed,Dedicated
LOAD00000452,CUST00165,RTE00023,2022-01-07,Refrigerated,35327,24,2630.01,216.92,75,Completed,Contract
LOAD00000453,CUST00007,RTE00029,2022-01-07,Refrigerated,34700,22,6580.16,891.82,50,Completed,Contract
LOAD00000454,CUST00128,RTE00044,2022-01-07,Dry Van,13233,13,7752.87,814.37,75,Completed,Dedicated
LOAD00000455,CUST00113,RTE00008,2022-01-07,Dry Van,44046,23,1969.5,114.3,50,Completed,Dedicated
LOAD00000456,CUST00031,RTE00031,2022-01-07,Dry Van,12797,22,1341.59,185.6,200,Completed,Dedicated
LOAD00000457,CUST00120,RTE00032,2022-01-07,Dry Van,15856,4,4242.23,451.8,200,Completed,Spot
